text,stress_level,stress_score,age,gender
I can't cope with the pressure anymore. I don't know what to do.,High,68.02662768257218,39,F
My mind keeps racing and I feel trapped. I don't know what to do.,High,55.46971864518959,36,M
The stress is unbearable and I need immediate help. Seeking help.,Critical,93.75579996810743,42,F
Work has been a bit overwhelming lately. How can I improve this?,Moderate,46.80813311127429,47,F
I can't sleep at all and feel like I'm falling apart. I don't know what to do.,Critical,86.93099687022328,64,Other
I feel exhausted and depressed all the time.,High,58.782848020546396,53,M
I feel worried about several things. Seeking help.,Moderate,40.71584523631225,41,F
I'm having panic attacks and anxiety episodes.,High,50.3234223068839,43,M
I feel calm and peaceful. Seeking help.,Low,3.46988163551552,58,M
The stress is unbearable and I need immediate help. How can I improve this?,Critical,82.11518029567605,38,Other
Sometimes I feel stressed but it's manageable. Need advice.,Moderate,40.34592991780146,67,M
I'm sleeping well and feeling energized. Need advice.,Low,1.6166054528149187,59,M
I feel calm and peaceful. Seeking help.,Low,22.567737794214782,61,M
I'm having trouble sleeping occasionally.,Moderate,45.57158908270432,63,M
I'm sleeping well and feeling energized. Need advice.,Low,29.23476648481917,61,M
I feel somewhat anxious about upcoming deadlines. Seeking help.,Moderate,30.17585226070517,30,M
I can't cope with the pressure anymore. Seeking help.,High,62.64602156147647,25,M
I'm tired from work pressure. Seeking help.,Moderate,46.77120726796035,52,M
I feel completely helpless and don't know what to do. Seeking help.,Critical,81.65987291552425,56,F
I feel good and relaxed today. Seeking help.,Low,11.95376672459478,39,M
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,99.60148930963528,19,F
Everything feels hopeless and I'm struggling daily.,High,56.51566283342689,58,Other
I'm tired from work pressure.,Moderate,37.35821875632141,42,M
I'm having constant panic attacks and can't function. Seeking help.,Critical,76.58135077185732,40,Other
I feel somewhat anxious about upcoming deadlines. How can I improve this?,Moderate,30.875678413397498,57,F
The stress is unbearable and I need immediate help. How can I improve this?,Critical,79.9058011554761,43,F
I feel somewhat anxious about upcoming deadlines. How can I improve this?,Moderate,44.155206116508076,38,M
I can't cope with the pressure anymore. How can I improve this?,High,68.68792241868766,50,F
My mind keeps racing and I feel trapped. How can I improve this?,High,72.95570139241516,55,Other
I feel exhausted and depressed all the time.,High,63.95356821101638,47,Other
I'm having panic attacks and anxiety episodes.,High,70.17697890646829,21,Other
I'm having trouble sleeping occasionally. Seeking help.,Moderate,33.33614640519146,39,F
I'm having constant panic attacks and can't function. Need advice.,Critical,85.35069809388402,54,Other
The stress is unbearable and I need immediate help.,Critical,97.17024664148505,38,F
I feel completely helpless and don't know what to do. I don't know what to do.,Critical,78.68534416211068,29,Other
Sometimes I feel stressed but it's manageable. How can I improve this?,Moderate,42.935648800120376,28,F
My mind keeps racing and I feel trapped. How can I improve this?,High,74.96634796522194,19,M
My mind keeps racing and I feel trapped. I don't know what to do.,High,58.840131905912145,62,Other
I'm having trouble sleeping occasionally.,Moderate,40.46488478618114,34,M
Everything is falling apart and I can't handle it anymore. Need advice.,Critical,84.06842170302191,24,Other
Everything is going well at work. How can I improve this?,Low,12.188121049418529,36,M
Life has been pretty manageable lately. How can I improve this?,Low,24.849787382782374,55,M
I'm having constant panic attacks and can't function. Seeking help.,Critical,96.36051023453487,69,Other
Sometimes I feel stressed but it's manageable. Seeking help.,Moderate,40.58929703942933,33,Other
My mind keeps racing and I feel trapped. How can I improve this?,High,71.17665945413283,20,Other
I'm constantly worried and can't focus on anything. Seeking help.,High,54.52063327880935,60,F
I can't cope with the pressure anymore. I don't know what to do.,High,53.33551383038604,31,M
Life has been pretty manageable lately. Need advice.,Low,12.258244197591118,59,M
The stress is unbearable and I need immediate help. Seeking help.,Critical,77.44257419207871,44,F
I feel very anxious and unable to sleep because of work pressure. How can I improve this?,High,69.75920562162719,34,F
I feel completely helpless and don't know what to do. Need advice.,Critical,90.68191601491286,66,M
I feel completely helpless and don't know what to do. Seeking help.,Critical,96.57684996476434,52,M
Work is balanced and I have time for hobbies. How can I improve this?,Low,17.828049180902635,32,M
I feel calm and peaceful.,Low,1.2443958868335714,46,M
Everything feels hopeless and I'm struggling daily. Need advice.,High,71.50514093016817,59,Other
I'm constantly worried and can't focus on anything. Need advice.,High,54.47603096126906,53,M
I'm having constant panic attacks and can't function. Need advice.,Critical,81.08706191514553,44,Other
The stress is overwhelming and affecting my health. I don't know what to do.,High,62.76604621322647,66,M
I'm having constant panic attacks and can't function. Seeking help.,Critical,96.11516206543439,62,Other
I feel good and relaxed today. Need advice.,Low,23.872416233685303,59,F
I feel completely helpless and don't know what to do. How can I improve this?,Critical,99.37908449786921,28,M
I feel completely helpless and don't know what to do. Seeking help.,Critical,97.83390493837226,26,M
Life has been pretty manageable lately. Seeking help.,Low,18.464306707856657,39,M
I feel good and relaxed today. Seeking help.,Low,10.407399611126918,33,M
I have severe anxiety and depression that won't go away.,Critical,84.30947970977778,49,M
Everything is falling apart and I can't handle it anymore.,Critical,91.72043984900415,59,F
I'm having panic attacks and anxiety episodes.,High,67.4809748608889,31,F
I feel exhausted and depressed all the time. Seeking help.,High,55.97738482466538,68,F
I feel worried about several things. I don't know what to do.,Moderate,42.58060662702495,41,M
I can't cope with the pressure anymore. I don't know what to do.,High,74.24880119542966,30,F
Everything is falling apart and I can't handle it anymore. Need advice.,Critical,85.5501201462147,20,Other
Work is balanced and I have time for hobbies. How can I improve this?,Low,14.624284339603248,18,Other
The stress is overwhelming and affecting my health. Seeking help.,High,72.87749769019658,46,Other
Everything feels hopeless and I'm struggling daily. Need advice.,High,72.19959634957779,48,Other
I'm having trouble sleeping occasionally. How can I improve this?,Moderate,46.77074379595196,59,M
Everything is falling apart and I can't handle it anymore. Seeking help.,Critical,86.36358506318852,43,M
I feel completely helpless and don't know what to do. Need advice.,Critical,90.75111801603383,68,M
I feel completely helpless and don't know what to do. Need advice.,Critical,83.30635795473461,54,Other
Work has been a bit overwhelming lately. I don't know what to do.,Moderate,30.13017293769219,18,Other
My mind keeps racing and I feel trapped.,High,68.61417988025791,55,Other
The stress is overwhelming and affecting my health.,High,52.42030141487858,20,F
I feel somewhat anxious about upcoming deadlines. How can I improve this?,Moderate,49.36638412464204,43,M
I feel somewhat anxious about upcoming deadlines. I don't know what to do.,Moderate,48.851804285538236,32,M
Work has been a bit overwhelming lately. Need advice.,Moderate,41.515620296508004,19,M
I feel exhausted and depressed all the time. How can I improve this?,High,70.07082610625518,41,Other
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,80.69732744274816,58,Other
I'm having trouble sleeping occasionally. I don't know what to do.,Moderate,33.80036809830922,46,M
I'm tired from work pressure. Seeking help.,Moderate,38.54287850219957,23,F
I feel a bit overwhelmed with responsibilities. How can I improve this?,Moderate,34.465582538648036,19,F
I feel a bit overwhelmed with responsibilities. How can I improve this?,Moderate,44.443678387185216,65,F
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,96.50883368759239,34,Other
The stress is unbearable and I need immediate help. Seeking help.,Critical,84.46842868151097,31,Other
I can't sleep at all and feel like I'm falling apart. How can I improve this?,Critical,98.90954362084715,68,F
I feel calm and peaceful. Need advice.,Low,7.311350888435575,50,Other
I can't sleep at all and feel like I'm falling apart. I don't know what to do.,Critical,86.8416189238047,65,M
Everything is falling apart and I can't handle it anymore. I don't know what to do.,Critical,96.55077185733774,33,M
I have severe anxiety and depression that won't go away. How can I improve this?,Critical,82.82669973281418,39,M
I feel a bit overwhelmed with responsibilities.,Moderate,44.43639474421089,47,Other
I can't sleep at all and feel like I'm falling apart. I don't know what to do.,Critical,87.45668142501881,49,M
The stress is unbearable and I need immediate help. I don't know what to do.,Critical,95.06358922441392,52,F
I have severe anxiety and depression that won't go away.,Critical,78.37022505003453,55,M
Everything is falling apart and I can't handle it anymore.,Critical,86.56309078526476,22,Other
I feel completely helpless and don't know what to do. Seeking help.,Critical,79.02615447203974,37,Other
My mind keeps racing and I feel trapped. I don't know what to do.,High,56.85967725514263,63,M
I'm sleeping well and feeling energized. Need advice.,Low,10.495541610911783,51,F
Work is balanced and I have time for hobbies. Need advice.,Low,0.3078308521348616,57,M
I'm having trouble sleeping occasionally. Need advice.,Moderate,46.60286730105189,42,Other
I'm constantly worried and can't focus on anything. I don't know what to do.,High,65.03732382437353,53,M
I can't cope with the pressure anymore. How can I improve this?,High,60.259459384723996,22,Other
Sometimes I feel stressed but it's manageable. I don't know what to do.,Moderate,41.44828755945994,52,Other
I feel a bit overwhelmed with responsibilities. Seeking help.,Moderate,33.46297122372588,29,F
I'm enjoying my daily routine. I don't know what to do.,Low,8.37764342743359,54,M
Life has been pretty manageable lately. Seeking help.,Low,15.636945137598575,36,M
Life has been pretty manageable lately. How can I improve this?,Low,23.376799532467658,19,F
Work is balanced and I have time for hobbies. How can I improve this?,Low,25.96725188091363,43,Other
